key	category	name	offer-2023-12-08	default-2023-12-08	offer-2023-12-09	default-2023-12-09
BTY-X95667500320021	food/süßes-salziges/schokolade	After Eight mit Minzfüllung - 200 g Schachtel	2.13	2.13	2.13	2.13
BTY-X35800800350021	food/süßes-salziges/schokolade	Mars Milky Way Minis - 275 g Beutel	3.41	3.41		
BTY-X35800800330021	food/süßes-salziges/schokolade	Mars Snickers Minis - 275 g Beutel	3.41	3.41	3.41	3.41
BTY-X21802600330021	food/süßes-salziges/schokolade	Choclait Chips Classic - 115 g Schachtel	2.45	2.45	2.45	2.45
BTY-X31568600320023	food/süßes-salziges/schokolade	Smarties UTZ Riesenrolle - 160 x 130 g Stücke	316.72	316.72	316.72	316.72
BTY-X31568600320021	food/süßes-salziges/schokolade	Smarties UTZ Riesenrolle - 130 g Stück	1.98	1.98	1.98	1.98
BTY-X31568600320022	food/süßes-salziges/schokolade	Smarties UTZ Riesenrolle - 20 x 130 g Stücke	39.59	39.59	39.59	39.59
BTY-X820600330022	food/süßes-salziges/schokolade	Pick Up! Choco & Milch - 24 x 28 g Karton	9.5	9.5	9.5	9.5
BTY-X24128800320023	food/süßes-salziges/schokolade	Duplo Schokoriegel 150 x 20 x 18,2 g Schachteln	608.3	608.3	608.3	608.3
BTY-X24128800320024	food/süßes-salziges/schokolade	Duplo Riegel - 120 x 364 g Schachteln	486.64	486.64	486.64	486.64
BTY-X24128800320021	food/süßes-salziges/schokolade	Duplo Schokoriegel 20 x 18,2 g Schachtel	2.99	2.99	2.99	2.99
BTY-X93110400320027	food/süßes-salziges/schokolade	After Eight Hauchdünne Pfefferminzpralinen - 72 x 400 g Schachteln	322.8	322.8	322.8	322.8
BTY-X93110400320024	food/süßes-salziges/schokolade	After Eight Hauchdünne Pfefferminzpralinen - 12 x 400 g Schachteln	53.8	53.8	53.8	53.8
BTY-X93110400320021	food/süßes-salziges/schokolade	After Eight Hauchdünne Pfefferminzpralinen - 400 g Schachtel	4.48	4.48	4.48	4.48
BTY-X93110400320022	food/süßes-salziges/schokolade	After Eight Hauchdünne Pfefferminzpralinen - 6 x 400 g Schachteln	26.9	26.9	26.9	26.9
BTY-X38402600320021	food/süßes-salziges/schokolade	Hanuta Riegel 1er - 35 g Packung	0.56	0.56	0.56	0.56
BTY-X38402600320022	food/süßes-salziges/schokolade	hanuta Riegel - 14 x 34 g Karton	7.79	7.79	7.79	7.79
BTY-X2385900320021	food/süßes-salziges/schokolade	m&m's Choco - 45 g Stück	0.5	0.5	0.5	0.5
BTY-X2385900320022	food/süßes-salziges/schokolade	m&m's Choco - 24 x 45 g Karton	12.07	12.07	12.07	12.07
BTY-X21801000320021	food/süßes-salziges/schokolade	Nestlé Kit Kat White Knusperwaffel in weißer Schokolade (66 %) 42 g Paket	0.48	0.48	0.48	0.48
BTY-X21801000320022	food/süßes-salziges/schokolade	KitKat White Knusperwaffel in weißer Schokolade (66 %) 24 x 42 g Pakete	11.56	11.56	11.56	11.56
BTY-X63204000320023	food/süßes-salziges/schokolade	Mars Snickers 2er - 24 x 80 g Schachtel	20.29	20.29	20.29	20.29
BTY-X63204000320021	food/süßes-salziges/schokolade	Snickers 2er - 80 g Riegel	0.75	0.75	0.75	0.75
BTY-X70281000340021	food/süßes-salziges/schokolade	Lindt Hauchdünne Täfelchen Vollmilch, mit Alpenmilchschokolade 125 g Schachtel	3.69	3.69	3.69	3.69
BTY-X9012700330022	food/süßes-salziges/schokolade	Kinder Bueno White Waffel mit Milchhaselnusscreme-Füllung (53 %), überzogen mit weißer Schokolade, 2er Riegel, 39 g 30 Packungen	25.36	25.36	25.36	25.36
BTY-X37234500320021	food/süßes-salziges/schokolade	Toffifee - 400 g Schachtel	4.8	4.8	4.8	4.8
BTY-X7236300320021	food/süßes-salziges/schokolade	Nestlé Einzelriegel Nuts - 42 g Riegel	0.45	0.45	0.45	0.45
BTY-X7236300320022	food/süßes-salziges/schokolade	Nestlé Einzelriegel Nuts - 24 x 42 g Riegel	11.56	11.56	11.56	11.56
BTY-X7236300330021	food/süßes-salziges/schokolade	Nestlé Einzelriegel Lion - 42 g Riegel	0.45	0.45	0.45	0.45
BTY-X7236300330022	food/süßes-salziges/schokolade	Nestlé Einzelriegel Lion - 24 x 42 g Riegel	11.56	11.56	11.56	11.56
BTY-X40162000320021	food/süßes-salziges/schokolade	m&m's Crispy Einzelbeutel - 36 g Beutel	0.5	0.5	0.5	0.5
BTY-X40162000320022	food/süßes-salziges/schokolade	m&m's Crispy 24 x 36 g Karton	12.07	12.07	12.07	12.07
BTY-X36158700320023	food/süßes-salziges/schokolade	Kinder Riegel 140 x 420 g Karton	567.74	567.74	567.74	567.74
BTY-X36158700320024	food/süßes-salziges/schokolade	Kinder Riegel - 112 x 420 g Karton	454.19	454.19	454.19	454.19
BTY-X36158700320021	food/süßes-salziges/schokolade	Kinder Riegel 420 g Karton	2.99	2.99	2.99	2.99
BTY-X66752100340021	food/süßes-salziges/schokolade	Mars Milky Way Schokoriegel Minis Catering Box 150 Stück à 15,5 g - 2,325 kg Karton	27.81	27.81	27.81	27.81
BTY-X66752100350021	food/süßes-salziges/schokolade	Mars Schokoriegel Minis Catering Box Mars 150 - 2,7 kg Kiste	27.81	27.81	27.81	27.81
BTY-X2313400320021	food/süßes-salziges/schokolade	Minis Schoko Riegel Mixed Tasche (Mars, Snickers, Bounty, Milky Way,Twix) - 1,13 kg Beutel	13.36	13.36	13.36	13.36
BTY-X43405000350021	food/süßes-salziges/schokolade	Ritter Sport Bunte Vielfalt Knusperkeks - 100 g Stück	1.38	1.38	1.38	1.38
BTY-X95030500330021	food/süßes-salziges/schokolade	Balisto Müsli Mix - 37 g Riegel	0.68	0.68	0.68	0.68
BTY-X95030500330022	food/süßes-salziges/schokolade	Balisto Müsli Mix - 20 x 37 g Riegel	10.06	10.06	10.06	10.06
BTY-X78747900320021	food/süßes-salziges/schokolade	Giotto Classic 4er - 154 g Packung	2.88	2.88	2.88	2.88
BTY-X97686200320023	food/süßes-salziges/schokolade	Raffaello 4 Stück - 64 x 40 g Karton	54.1	54.1	54.1	54.1
BTY-X97686200320021	food/süßes-salziges/schokolade	Ferrero Raffaello 4 Stück Packung	0.8	0.8	0.8	0.8
BTY-X97686200320022	food/süßes-salziges/schokolade	Raffaello 4 Stück - 16 x 40 g Karton	13.52	13.52	13.52	13.52
BTY-X26203600320021	food/süßes-salziges/schokolade	Celebrations Mix 1,435 kg Tube	21.39	21.39	21.39	21.39
BTY-X33740200320026	food/süßes-salziges/schokolade	Ferrero Rocher Knusprige Nuss-Pralinen-Spezialität - 80 x 200 g Karton	196.02	196.02	196.02	196.02
BTY-X33740200320021	food/süßes-salziges/schokolade	Ferrero Rocher Knusprige Nuss-Pralinen-Spezialität - 200 g Karton	2.45	2.45	2.45	2.45
BTY-X33740200320030	food/süßes-salziges/schokolade	Ferrero Rocher Knusprige Nuss-Pralinen-Spezialität - 8 x 200 g Karton	19.6	19.6	19.6	19.6
BTY-X33740200320031	food/süßes-salziges/schokolade	Ferrero Rocher Knusprige Nuss-Pralinen-Spezialität - 128 x 200 g Karton	313.64	313.64	313.64	313.64
BTY-X6685300320021	food/süßes-salziges/schokolade	Ritter Sport Minis Classic 84 Stück - 1,4 kg Packung	21.39	21.39	21.39	21.39
BTY-X43361500320021	food/süßes-salziges/schokolade	Milka Tafelschokolade Alpenmilch - 100 g Stück	1.34	1.34	1.34	1.34
BTY-X2351200320024	food/süßes-salziges/schokolade	Milky Way Doppelriegel - 28 x 43 g Stücke	14.08	14.08	14.08	14.08
BTY-X2351200320021	food/süßes-salziges/schokolade	Milky Way Doppelriegel 24 Stück á 43 g 43 g Paar	0.7	0.7	0.7	0.7
BTY-X35800800340021	food/süßes-salziges/schokolade	Mars Twix Minis - 275 g Beutel	3.41	3.41	3.41	3.41
BTY-X41920500320021	food/süßes-salziges/schokolade	hanuta 10 + 1 Stück - 242 g Karton	2.34	2.34	2.34	2.34
BTY-X49453900320021	food/süßes-salziges/schokolade	Agilus Dragees Feuergebrannte Mandeln 700 g Foodtainer	9.94	9.94	9.94	9.94
BTY-X26265600320023	food/süßes-salziges/schokolade	Milka Schokoriegel Erdbeer 36,5 g 36 Stück	18.1	18.1	18.1	18.1
BTY-X26265600320021	food/süßes-salziges/schokolade	Milka Schokoriegel Erdbeer 36,5 g	0.5	0.5	0.5	0.5
BTY-X25775300320021	food/süßes-salziges/schokolade	Celebrations Mix - 186 g Schachtel	3.37	3.37	3.37	3.37
BTY-X43361500330021	food/süßes-salziges/schokolade	Milka Tafelschokolade Weiße - 100 g Stück	1.34	1.34	1.34	1.34
BTY-X20493900340021	food/süßes-salziges/schokolade	Lindt Excellence Tafeln 70 % - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X66610000410021	food/süßes-salziges/schokolade	Merci Petits Chocolate Collection 125 g Beutel	2.02	2.02	2.02	2.02
BTY-X15025000320021	food/süßes-salziges/schokolade	Kinder Bueno - 129 g Packung	2.13	2.13	2.13	2.13
BTY-X5074300340021	food/süßes-salziges/schokolade	Milka I love Milka Pralinés Nuss-Nougat-Creme 110 g Packung	2.62	2.62	2.62	2.62
BTY-X5074300350021	food/süßes-salziges/schokolade	Milka I love Milka Pralinés Kleines Dankeschön 110 g Packung	2.62	2.62	2.62	2.62
BTY-X90471400350021	food/süßes-salziges/schokolade	Marabou Daim - 250 g Tafel	3.73	3.73	3.73	3.73
BTY-X26693300340021	food/süßes-salziges/schokolade	Milka Tafel Alpenmilch - 270 g Stück	3.31	3.31	3.31	3.31
BTY-X17693200320025	food/süßes-salziges/schokolade	Twix Limited Edition White - 30 x 46 g KisteEINMALIG! Das Linke TWIX® vereinigt knusprig-geschmackvollen Keks mit köstlichem Karamell und feinster Schokolade. Diese Kombination macht das Linke TWIX® so einmalig und authentisch. EINZIGARTIG!	15.09	15.09	15.09	15.09
BTY-X17693200320023	food/süßes-salziges/schokolade	Twix Limited Edition White - 2880 x 46 g Kisten	1448.35	1448.35	1448.35	1448.35
BTY-X17693200320021	food/süßes-salziges/schokolade	Twix Limited Edition White - 46 g TüteEINMALIG! Das Linke TWIX® vereinigt knusprig-geschmackvollen Keks mit köstlichem Karamell und feinster Schokolade. Diese Kombination macht das Linke TWIX® so einmalig und authentisch. EINZIGARTIG!	0.5	0.5	0.5	0.5
BTY-X17693200320022	food/süßes-salziges/schokolade	Twix Limited Edition White - 32 x 46 g Kisten	16.09	16.09	16.09	16.09
BTY-X20493600320021	food/süßes-salziges/schokolade	Lindt Lindor Tafel Dark 60 % - 100 g Tafel	2.13	2.13	2.13	2.13
BTY-X45006300360025	food/süßes-salziges/schokolade	Merci Finest Selection Mandel-Knusper 80 x 250 g Packungen	170.34	170.34	170.34	170.34
BTY-X45006300360021	food/süßes-salziges/schokolade	Merci Finest Selection Mandel-Knusper 250 g Packung	2.13	2.13	2.13	2.13
BTY-X36242900340021	food/süßes-salziges/schokolade	Milka Pralines I love Milka Geschenkherz - 44 g Schachtel	1.55	1.55	1.55	1.55
BTY-X20494700350021	food/süßes-salziges/schokolade	Lindt Creation Tafeln Chocolate De Luxe - 150 g Tafel	2.84	2.84	2.84	2.84
BTY-X20494700460021	food/süßes-salziges/schokolade	Lindt Creation Tafeln Haselnuss Deluxe - 150 g Tafel	2.84	2.84	2.84	2.84
BTY-X20494700400021	food/süßes-salziges/schokolade	Lindt Creation Tafeln Pistazie - 148 g Tafel	2.84	2.84	2.84	2.84
BTY-X73232800490021	food/süßes-salziges/schokolade	Lindt Edelbitter Mousse Chocolade Tafeln - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X73232800350021	food/süßes-salziges/schokolade	Lindt Edelbitter-Schokolade Mousse Sauerkirsch Chili - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X73232800500021	food/süßes-salziges/schokolade	Lindt Edelbitter Mousse Schokoladentafel Caramel-Salz - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X75405400370021	food/süßes-salziges/schokolade	Lindt Schokolade Ganze Nuss 100 g Tafel	2.13	2.13	2.13	2.13
BTY-X17810600330022	food/süßes-salziges/schokolade	KitKat Chunky Peanut Butter - 24 x 42 g Packungen	11.56	11.56	11.56	11.56
BTY-X19955800330021	food/süßes-salziges/schokolade	Happy Hippo 5 er Haselnuss - 1 x 103,5 g Karton	1.7	1.7	1.7	1.7
BTY-X35800800360021	food/süßes-salziges/schokolade	Mars Bounty Minis - 275 g Beutel	3.41	3.41	3.41	3.41
BTY-X43403900340021	food/süßes-salziges/schokolade	Ritter Sport Kakao Klasse 74% Peru Die Kräftige - 100 g Packung	1.59	1.59	1.59	1.59
BTY-X43405000500021	food/süßes-salziges/schokolade	Ritter Sport Bunte Vielfalt Nuss-Splitter - 100 g Stück	1.38	1.38	1.38	1.38
BTY-X26203300320021	food/süßes-salziges/schokolade	Celebrations Mix 269 g Schachtel	4.59	4.59	4.59	4.59
BTY-X36242900320021	food/süßes-salziges/schokolade	Milka Pralines I love Milka Alles Gute - 44 g Schachtel	1.55	1.55	1.55	1.55
BTY-X36242900330021	food/süßes-salziges/schokolade	Milka Pralines I love Milka Kleines Dankeschön - 44 g Schachtel	1.55	1.55	1.55	1.55
BTY-X19955800320021	food/süßes-salziges/schokolade	Happy Hippo 5 er Cacao - 1 x 103,5 g Karton	1.7	1.7	1.7	1.7
BTY-X32769400320021	food/süßes-salziges/schokolade	Nestlé Kit Kat - 1 x 2,801 kg Karton	32.09	32.09	32.09	32.09
BTY-X35801100330021	food/süßes-salziges/schokolade	m&m's Peanut - 150 g Beutel	2.13	2.13	2.13	2.13
BTY-X35801100330022	food/süßes-salziges/schokolade	m&m's Peanut - 12 x 150 g Beutel	25.55	25.55	25.55	25.55
BTY-X26265600330023	food/süßes-salziges/schokolade	Milka Schokoriegel Oreo 37 g 36 Stück	18.1	18.1	18.1	18.1
BTY-X26265600330021	food/süßes-salziges/schokolade	Milka Schokoriegel Oreo 37 g	0.5	0.5	0.5	0.5
BTY-X45006300340021	food/süßes-salziges/schokolade	Merci Finest Selection Herbe Vielfalt 250 g Packung	2.13	2.13	2.13	2.13
BTY-X5074300360021	food/süßes-salziges/schokolade	Milka I love Milka Pralinés Alles Gute mit Milchcreme 110 g Packung	2.62	2.62	2.62	2.62
BTY-X43361500360021	food/süßes-salziges/schokolade	Milka Tafelschokolade Zartherb - 100 g Stück	1.34	1.34	1.34	1.34
BTY-X21802600320021	food/süßes-salziges/schokolade	Choclait Chips White - 115 g Schachtel	2.45	2.45	2.45	2.45
BTY-X20494500390021	food/süßes-salziges/schokolade	Lindt Edelbitter-Schokolade Excellence - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X6685300350021	food/süßes-salziges/schokolade	Ritter Sport Mini Nuss-Mix 66 Stück à ca. 16 g - 1 x 1,1 kg Packung	21.39	21.39	21.39	21.39
BTY-X17516300320021	food/süßes-salziges/schokolade	Marabou Tafelschokolade Apfelsine Krokant - 1 x 250 g Tafel	3.73	3.73	3.73	3.73
BTY-X17517300340021	food/süßes-salziges/schokolade	Marabou Tafel Salty Almond - 220 g Tafel	3.73	3.73	3.73	3.73
BTY-X17517300330021	food/süßes-salziges/schokolade	Marabou Tafelschokolade Salzlakritz - 1 x 220 g Tafel	3.73	3.73	3.73	3.73
BTY-X17693200330025	food/süßes-salziges/schokolade	Twix Limited Edition Spekulatius - 30 x 46 g Kiste	12.84	12.84	12.84	12.84
BTY-X17693200330024	food/süßes-salziges/schokolade	Twix Limited Edition Spekulatius - 1280 x 46 g Kisten	114.14	114.14	114.14	114.14
BTY-X17693200330021	food/süßes-salziges/schokolade	Twix Limited Edition Spekulatius - 46 g Tüte	0.43	0.43	0.43	0.43
BTY-X17693200330022	food/süßes-salziges/schokolade	Twix Limited Edition Spekulatius - 32 x 46 g Kisten	13.7	13.7	13.7	13.7
BTY-X20493100320021	food/süßes-salziges/schokolade	Lindt Alkohol Tafeln Kirsch - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493100330021	food/süßes-salziges/schokolade	Lindt Tafeln Cognac mit Alkohol - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493600380021	food/süßes-salziges/schokolade	Lindt Lindor 70 % - 100 g Tafel	2.13	2.13	2.13	2.13
BTY-X20493600330021	food/süßes-salziges/schokolade	Lindt Lindor Tafel, Weiße Schokolade - 100 g Tafel	2.13	2.13	2.13	2.13
BTY-X20493900560021	food/süßes-salziges/schokolade	Lindt Excellence Chocolade Tafeln - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493900350021	food/süßes-salziges/schokolade	Lindt Excellence Fleur de Sel 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493900320021	food/süßes-salziges/schokolade	Lindt Excellence Orange Intense 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493900430021	food/süßes-salziges/schokolade	Lindt Excellence Tafeln Chili - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493900520021	food/süßes-salziges/schokolade	Lindt Excellence Mild 70 % 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20494500360021	food/süßes-salziges/schokolade	Lindt Excellence Chocolade Tafeln 50g - 99% - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20494500320021	food/süßes-salziges/schokolade	Lindt Excellence Chocolade Tafeln 100g - 85% - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20494700320021	food/süßes-salziges/schokolade	Lindt Creation Tafeln Créme Brûlée - 150 g Tafel	2.84	2.84	2.84	2.84
BTY-X21801500350021	food/süßes-salziges/schokolade	Choco Crossies Salted Caramel - 140 g Schachtel	2.45	2.45	2.45	2.45
BTY-X22382900320021	food/süßes-salziges/schokolade	Milka Peanut Caramel - 276 g Tüte	3.31	3.31	3.31	3.31
BTY-X25895000320021	food/süßes-salziges/schokolade	Niederegger Marzipan Klassiker-Variationen alkoholisch - 1 x 200 g Packung	6.09	4.8	6.09	4.8
BTY-X26693300350021	food/süßes-salziges/schokolade	Milka Tafel Noisette - 270 g Stück	3.31	3.31	3.31	3.31
BTY-X26693300320021	food/süßes-salziges/schokolade	Milka Triolade - 280 g Stück	3.31	3.31	3.31	3.31
BTY-X26693300330021	food/süßes-salziges/schokolade	Milka Tafel Ganznuss - 270 g Stück	3.31	3.31	3.31	3.31
BTY-X28969100330021	food/süßes-salziges/schokolade	Niederegger Variation 16er Edition - 200 g Packung	6.09	4.8	6.09	4.8
BTY-X31754600320021	food/süßes-salziges/schokolade	COCO & SEBAS Erdnussberge Dunkel & Meersalz - 1 x 250 g Packung	4.33	3.73	4.33	3.73
BTY-X31754600330021	food/süßes-salziges/schokolade	COCO & SEBAS Erdnussberge Milch - 1 x 250 g Packung	4.33	3.73	4.33	3.73
BTY-X34257900380021	food/süßes-salziges/schokolade	Lindt Großtafel Traube-Nuss - 300 g Tafel	4.76	4.76	4.76	4.76
BTY-X36739100380021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Weiße Schokolade Himbeer-Knisterzucker - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100360021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Dunkle Vollmilchschokolade 42 %, Brezel Toffee - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100370021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Zartbitterschokolade 51 %, Mandel-Meersalz - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100340021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Vollmilchschokolade 32 % Weißer Nougat - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100350021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Vollmilchschokolade 32 %, Haselnuss - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100320021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Vollmilchschokolade 32 % Kakao - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X36739100330021	food/süßes-salziges/schokolade	TONY'S CHOCOLONELY Vollmilchschokolade 32 % Karamell-Meersalz - 180 g Tafel	2.99	2.99	2.99	2.99
BTY-X47585000320023	food/süßes-salziges/schokolade	Niederegger Marzipan Klassiker - Pralinen mit Zartbitter-Schokoladen Marzipanfüllung - 120 x 200 g Packungen	730.6	730.6	730.6	730.6
BTY-X47585000320021	food/süßes-salziges/schokolade	Niederegger Marzipan Klassiker mit Zartbitter-Schokolade 200 g	6.09	4.8	6.09	4.8
BTY-X66610000330021	food/süßes-salziges/schokolade	Merci Petits Helle Sahne Edel-Sahneschokolade 125 g	2.02	2.02	2.02	2.02
BTY-X6667700330023	food/süßes-salziges/schokolade	Duplo UTZ Schokoriegel White Big Pack - 150 x 328 g Packungen	585.83	585.83	585.83	585.83
BTY-X6667700330021	food/süßes-salziges/schokolade	Duplo Big pack White 18er - 1 x 328 g Packung	2.99	2.99	2.99	2.99
BTY-X708300340021	food/süßes-salziges/schokolade	Lindt Hochfein Classic 500 g Schachtel	20.75	20.75	20.75	20.75
BTY-X708300330021	food/süßes-salziges/schokolade	Lindt Hochfein Pralines Geschenkpapier/Winter - 500 g Schachtel	20.75	20.75	20.75	20.75
BTY-X72859100320021	food/süßes-salziges/schokolade	Milka Tafelschokolade Luflee Caramel 250 g Beutel	3.31	3.31	3.31	3.31
BTY-X73232800320021	food/süßes-salziges/schokolade	Lindt Edelbitter Mousse Orange - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X73232800400021	food/süßes-salziges/schokolade	Lindt Edelbitter Mousse Chocolade Tafeln - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X75409400320021	food/süßes-salziges/schokolade	Lindt Pralinen - 200 g Schachtel	8.77	8.77	8.77	8.77
BTY-X75409600320021	food/süßes-salziges/schokolade	Lindt Hochfein in Geschenkpapier - 350 g Schachtel	14.76	14.76	14.76	14.76
BTY-X85945600380021	food/süßes-salziges/schokolade	Lindor Kugeln Dark 60 % - 136 g Beutel	3.69	3.69	3.69	3.69
BTY-X85945600460021	food/süßes-salziges/schokolade	Lindor Pralinen Kugeln - 136 g Beutel	3.69	3.69	3.69	3.69
BTY-X85945600570021	food/süßes-salziges/schokolade	Lindor Kugeln Haselnuss - 137 g Beutel	3.69	3.69	3.69	3.69
BTY-X85945600520021	food/süßes-salziges/schokolade	Lindor Pralinen Kugeln - 137 g Beutel	3.69	3.69	3.69	3.69
BTY-X85945600530021	food/süßes-salziges/schokolade	Lindor Pralinen Kugeln - 136 g Beutel	3.69	3.69	3.69	3.69
BTY-X85945600510021	food/süßes-salziges/schokolade	Lindor Pralinen Kugeln - 137 g Beutel	3.69	3.69	3.69	3.69
BTY-X90471400360021	food/süßes-salziges/schokolade	Marabou Mint Krokant - 250 g Tafel	3.73	3.73	3.73	3.73
BTY-X90471400320021	food/süßes-salziges/schokolade	Marabou Vollmilch Nuss Vollmilch Nuß - 250 g Tafel	3.73	3.73	3.73	3.73
BTY-X90471400330021	food/süßes-salziges/schokolade	Marabou Tafelschokolade Vollmilch 250 g Tafel	3.73	3.73	3.73	3.73
BTY-X93320400500021	food/süßes-salziges/schokolade	Milka Tafelschokolade Strawcheese - 300 g Tafel	3.31	3.31	3.31	3.31
BTY-X9357500340021	food/süßes-salziges/schokolade	Hello Einzeltafel Caramel Brownie - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X9357500390021	food/süßes-salziges/schokolade	Hello Einzeltafel Strawberry Cheesecake - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X9357500370021	food/süßes-salziges/schokolade	Hello Einzeltafel Salted Caramel - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X9357500420021	food/süßes-salziges/schokolade	Hello Cookies & Cream - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X9357500400021	food/süßes-salziges/schokolade	Hello Einzeltafel Crunchy Nougat - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X9932100320021	food/süßes-salziges/schokolade	Niederegger Marzipan Klassiker-Variationen - 1,075 kg Packung	33.59	29.95	33.59	29.95
BTY-X9932100320022	food/süßes-salziges/schokolade	Niederegger Marzipan Klassiker-Variationen - 52 x 1,075 kg Packungen	1746.54	1746.54	1746.54	1746.54
BTY-X9932100330021	food/süßes-salziges/schokolade	Niederegger Marzipanklassiker Rot - 1 kg Packung	33.59	29.95	33.59	29.95
BTY-X99520200380021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Goldschatz 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200340021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Alpenmilch 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200320021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Nougat 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200540021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Nuss Splitter 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200330021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Joghurt 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200550021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Knusperflakes 250 g Packung	3.09	3.09	3.09	3.09
BTY-X99520200500021	food/süßes-salziges/schokolade	Ritter Sport Tafelschokolade Weiss + Crisp 250 g Packung	3.09	3.09	3.09	3.09
BTY-X66752100320021	food/süßes-salziges/schokolade	Mars Schokoriegel Minis Catering Box Twix 150 Stück - 3 kg Karton	27.81	27.81	27.81	27.81
BTY-X20494500330021	food/süßes-salziges/schokolade	Lindt Excellence Chocolade Tafeln 100g - Mild 90% - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X35800800320021	food/süßes-salziges/schokolade	Mars Minis Beutel 275 g	3.41	3.41	3.41	3.41
BTY-X35800800320022	food/süßes-salziges/schokolade	Mars Minis Beutel - 20 x 275 g	59.71	59.71	59.71	59.71
BTY-X15115300320021	food/süßes-salziges/schokolade	aro Mini Schokoküsse 266 g Packung	1.79	1.79	1.79	1.79
BTY-X15115300320022	food/süßes-salziges/schokolade	aro Mini Schokoküsse 12 x 266 g Packungen	21.44	21.44	21.44	21.44
BTY-X15116300320021	food/süßes-salziges/schokolade	aro Mega Schokoküsse - 300 g Packung	1.79	1.79	1.79	1.79
BTY-X15116300320022	food/süßes-salziges/schokolade	aro Mega Schokoküsse - 15 x 300 g Tray	26.8	26.8	26.8	26.8
BTY-X20493100360021	food/süßes-salziges/schokolade	Lindt Tafeln Marille mit Alkohol - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20493600360021	food/süßes-salziges/schokolade	Lindt Lindor Tafel Milch - 100 g Tafel	2.13	2.13	2.13	2.13
BTY-X20493900550021	food/süßes-salziges/schokolade	Lindt Excellence Chocolade Tafeln - 100 g Tafel	2.02	2.02	2.02	2.02
BTY-X20832900330021	food/süßes-salziges/schokolade	Lindt Les Grandes Tafel, Noisette Lait - 150 g Stück	3.16	3.16	3.16	3.16
BTY-X24128800340024	food/süßes-salziges/schokolade	Duplo White, 18+2 Riegel à 18,2 g - 120 x 364 g Display mit Artikelauflösung	486.64	486.64	486.64	486.64
BTY-X24128800340021	food/süßes-salziges/schokolade	Duplo White, 18+2 Riegel à 18,2 g - 364 g Schachtel	2.99	2.99	2.99	2.99
BTY-X34257900320021	food/süßes-salziges/schokolade	Lindt Großtafel Alpenvollmilch Nuss 300 g Tafel	4.76	4.76	4.76	4.76
BTY-X73232800330021	food/süßes-salziges/schokolade	Lindt Edelbitter Mousse Chocoladen-Trüffel - 150 g Tafel	2.94	2.94	2.94	2.94
BTY-X93320400380021	food/süßes-salziges/schokolade	Milka Tafelschokolade Schoko & Keks 300 g Beutel	3.31	3.31	3.31	3.31
