key	category	name	offer-2023-12-08	default-2023-12-08	offer-2023-12-09	default-2023-12-09
BTY-X94293500320021	food/alkoholische-getränke/wein	Sandeman Fino Sherry 15 % Vol. 0,75 l Flasche	6.65	5.7	6.65	5.7
BTY-X94293500320022	food/alkoholische-getränke/wein	Sandeman Fino Sherry 15 % Vol. 6 x 0,75 l Flaschen	39.91	34.2	39.91	34.2
BTY-X25221200320021	food/alkoholische-getränke/wein	La Gioiosa Prosecco Frizzante DOC - 0,2 l Flasche	2.37	2.37	2.37	2.37
BTY-X56972700320021	food/alkoholische-getränke/wein	Nederburg Sauvignon Blanc Weißwein 0,75 l Flasche	5.94	5.94	5.94	5.94
BTY-X15676800320021	food/alkoholische-getränke/wein	Rotkäppchen Fruchtsecco Mango Mischgetränk auf Weinbasis - 0,75 l Flasche	4.51	4.51	4.51	4.51
BTY-X15676800320022	food/alkoholische-getränke/wein	Rotkäppchen Fruchtsecco Mango Mischgetränk auf Weinbasis - 6 x 0,75 l Flaschen	27.06	27.06	27.06	27.06
BTY-X96338800320023	food/alkoholische-getränke/wein	Tio Pepe Wein Sherry Tio Pepe Palomino Fino - 3 x 0,75 l Flaschen	39.23	32.09	39.23	32.09
BTY-X96338800320021	food/alkoholische-getränke/wein	Tio Pepe Wein Sherry Tio Pepe Palomino Fino - 0,75 l Flasche	13.08	10.7	13.08	10.7
BTY-X96338800320022	food/alkoholische-getränke/wein	Tio Pepe Wein Sherry Tio Pepe Palomino Fino - 6 x 0,75 l Flaschen	78.47	64.19	78.47	64.19
BTY-X15605400320021	food/alkoholische-getränke/wein	Zolla Primitivo di Manduria Rotwein trocken - 0,75 l Flasche	9.46	9.46	9.46	9.46
BTY-X15605400320022	food/alkoholische-getränke/wein	Zolla Primitivo di Manduria Rotwein trocken - 6 x 0,75 l Flaschen	56.76	56.76	56.76	56.76
BTY-X15013200320021	food/alkoholische-getränke/wein	Ihringer Winklerberg Silvaner QBA, trocken 1 l Flasche	4.51	4.51	4.51	4.51
BTY-X44764400320021	food/alkoholische-getränke/wein	Marqués Campoalto Marsala Fine 17 % Vol. - 750 ml Flasche	7.72	7.72	7.72	7.72
BTY-X44764400320022	food/alkoholische-getränke/wein	Marqués Campoalto Marsala Fine 17 % Vol. - 6 x 750 ml Karton	46.34	46.34	46.34	46.34
BTY-X2245900320021	food/alkoholische-getränke/wein	Pfaffl Grüner Veltliner Weißwein trocken - 750 ml Flasche	7.13	6.49	7.13	6.49
BTY-X2245900320022	food/alkoholische-getränke/wein	Pfaffl Grüner Veltliner Weißwein trocken - 6 x 750 ml Karton	42.77	38.91	42.77	38.91
BTY-X2246500320021	food/alkoholische-getränke/wein	Pfaffl Zweigelt Selection Rotwein trocken 0,75 l Flasche	7.13	6.49	7.13	6.49
BTY-X2246500320022	food/alkoholische-getränke/wein	Pfaffl Zweigelt Selection Rotwein trocken 6 x 0,75 l Flaschen	42.77	38.91	42.77	38.91
BTY-X39453200320021	food/alkoholische-getränke/wein	Bree Rot Rotwein Trocken Alkoholfrei - 750 ml Flasche	4.99	4.99	4.99	4.99
BTY-X39453200320022	food/alkoholische-getränke/wein	Bree Rot Rotwein Trocken Alkoholfrei - 6 x 750 ml Karton	29.92	29.92	29.92	29.92
BTY-X15014300320021	food/alkoholische-getränke/wein	La Gioiosa Prosecco Frizzante DOC Treviso fruchtig - 750 ml Flasche	7.49	7.49	7.49	7.49
BTY-X37530100320021	food/alkoholische-getränke/wein	Bree Chardonnay Weißwein IPT italienischer Landwein 0,25 l Flasche	2.01	2.01	2.01	2.01
BTY-X35921600320021	food/alkoholische-getränke/wein	KALKBRENNER & ESPENSCHIED Rosé, fruchtig - 750 ml Flasche	6.96	6.96	6.96	6.96
BTY-X35921600320022	food/alkoholische-getränke/wein	KALKBRENNER & ESPENSCHIED Rosé, fruchtig - 6 x 750 ml Karton	41.77	41.77	41.77	41.77
BTY-X46592300320021	food/alkoholische-getränke/wein	Zonin Weißwein Pinot Grigio Friuli Aquileia DOC trocken - 0,75 l Flasche	6.53	4.99	6.53	4.99
BTY-X46592300320022	food/alkoholische-getränke/wein	Zonin Weißwein Pinot Grigio Friuli Aquileia DOC trocken - 6 x 0,75 l Flaschen	39.2	29.92	39.2	29.92
BTY-X33581000320021	food/alkoholische-getränke/wein	Metzger Glühvieh Weiß Glühwein - 1 x 1 l Flasche	5.94	5.94	5.94	5.94
BTY-X33581000320022	food/alkoholische-getränke/wein	Metzger Glühvieh Weiß Glühwein - 6 x 1 l Karton	35.63	35.63	35.63	35.63
BTY-X16379700320021	food/alkoholische-getränke/wein	Heinrich Vollmer Grauburgunder Sonett QbA Weißwein trocken - 750 ml Flasche	6.49	6.49	6.49	6.49
BTY-X16379700320022	food/alkoholische-getränke/wein	Heinrich Vollmer Grauburgunder Sonett QbA Weißwein trocken - 6 x 750 ml Flaschen	38.91	38.91	38.91	38.91
BTY-X32135500320022	food/alkoholische-getränke/wein	MGM Pinot Grigio Delle Venezie DOC Weißwein trocken Italien - 6 x 0,75 l Flaschen	29.92	29.92	29.92	29.92
BTY-X33319300360021	food/alkoholische-getränke/wein	Anima Negra AN2, Rotwein - 750 ml Flasche	18.91	18.91	18.91	18.91
BTY-X33319300360022	food/alkoholische-getränke/wein	Anima Negra AN2, Rotwein - 6 x 750 ml Flaschen	113.45	113.45	113.45	113.45
BTY-X62247300320021	food/alkoholische-getränke/wein	BARON DE LEY Reserva Rotwein - 0,75 l Flasche	14.98	11.89	14.98	11.89
BTY-X62247300320022	food/alkoholische-getränke/wein	BARON DE LEY Reserva Rotwein - 6 x 0,75 l Flaschen	89.89	71.33	89.89	71.33
BTY-X16210000320021	food/alkoholische-getränke/wein	Piacere Vino Rosso Rotwein 1 l Packung	2.37	2.37	2.37	2.37
BTY-X45083400320021	food/alkoholische-getränke/wein	Bree Merlot Red Rotwein 0,25 l Flasche	2.01	2.01	2.01	2.01
BTY-X32135400320022	food/alkoholische-getränke/wein	MGM Rosato Puglia IGT halbtrocken - 6 x 0,75 l Flaschen	29.92	29.92	29.92	29.92
BTY-X64702500320021	food/alkoholische-getränke/wein	Lenz Moser Weißwein Grüner Veltliner QbA frisch, fruchtig, trocken, würzig - 1,00 l Flasche	5.46	4.75	5.46	4.75
BTY-X64702500320022	food/alkoholische-getränke/wein	Lenz Moser Weißwein Grüner Veltliner QbA frisch, fruchtig, trocken, würzig - 6 x 1 l Flaschen	32.77	28.49	32.77	28.49
BTY-X35103900320021	food/alkoholische-getränke/wein	Osborne White Port Portwein 19,5 % Vol. 0,75 l Flasche	11.29	11.29	11.29	11.29
BTY-X35103900320022	food/alkoholische-getränke/wein	Osborne White Port Portwein 19,5 % Vol. 6 x 0,75 l Flaschen	67.76	67.76	67.76	67.76
BTY-X44452300320021	food/alkoholische-getränke/wein	SPEIS &TRANK Pinot Grigio Weißwein trocken - 750 ml Flasche	3.99	3.99	3.99	3.99
BTY-X44452300320022	food/alkoholische-getränke/wein	SPEIS &TRANK Pinot Grigio Weißwein trocken - 6 x 750 ml Karton	23.92	23.92	23.92	23.92
BTY-X39142400320021	food/alkoholische-getränke/wein	Cà Dei Frati I Frati Lugana Weißwein trocken - 375 ml Flasche	7.96	7.96	7.96	7.96
BTY-X39142400320022	food/alkoholische-getränke/wein	Cà Dei Frati I Frati Lugana Weißwein trocken - 6 x 375 ml Karton	47.77	47.77	47.77	47.77
BTY-X5039700320021	food/alkoholische-getränke/wein	Donnafugata Anthilia bianco Weißwein trocken - 750 ml Flasche	8.68	8.68	8.68	8.68
BTY-X5039700320022	food/alkoholische-getränke/wein	Donnafugata Anthilia bianco Weißwein trocken - 6 x 750 ml Flaschen	52.05	52.05	52.05	52.05
BTY-X28905900320021	food/alkoholische-getränke/wein	Scheiblhofer Lovely Merlot Rotwein lieblich - 1 x 0,75 l Flasche	7.13	6.96	7.13	6.96
BTY-X28905900320022	food/alkoholische-getränke/wein	Scheiblhofer Lovely Merlot Rotwein lieblich - 6 x 0,75 l Karton	42.77	41.77	42.77	41.77
BTY-X56113400320021	food/alkoholische-getränke/wein	Blanchet Rouge de France Rotwein trocken 0,75 l Flasche	3.56	3.56	3.56	3.56
BTY-X39541700320021	food/alkoholische-getränke/wein	Mezzacorona Pinot Grigio Rose - 750 ml Flasche	5.77	5.77	5.77	5.77
BTY-X91570900320021	food/alkoholische-getränke/wein	Nederburg Merlot Rotwein trocken - 0,75 l Flasche	5.94	5.94	5.94	5.94
BTY-X918400320021	food/alkoholische-getränke/wein	Lungarotti Brezza Bianco Weißwein trocken - 750 ml Flasche	7.13	7.13	7.13	7.13
BTY-X1057300320021	food/alkoholische-getränke/wein	Bree Rosé QbA Roséwein trocken - 0,25 l Flasche	2.01	2.01	2.01	2.01
BTY-X96840800320021	food/alkoholische-getränke/wein	Aurum Weißwein Württemberger Blanc de Noir Qualitätswein Cuvée Edition Gourmet 11,5 % Vol. - 0,75 l Flasche	4.99	4.99	4.99	4.99
BTY-X96840800320022	food/alkoholische-getränke/wein	Aurum Weißwein Württemberger Blanc de Noir Qualitätswein Cuvée Edition Gourmet 11,5 % Vol. - 6 x 0,75 l Flaschen	29.92	29.92	29.92	29.92
BTY-X22773300320021	food/alkoholische-getränke/wein	Las Moras Barrel Select Malbec Rotwein - 750 ml Flasche	9.51	9.51	9.51	9.51
BTY-X22773300320022	food/alkoholische-getränke/wein	Las Moras Barrel Select Malbec Rotwein - 6 x 750 ml Flaschen	57.05	57.05	57.05	57.05
BTY-X73083600320021	food/alkoholische-getränke/wein	Corsaire Roséwein Réserve du Président trocken - 750 ml Flasche	5.46	5.46	5.46	5.46
BTY-X40151000320021	food/alkoholische-getränke/wein	Delaforce Fine Ruby Portwein 20 % Vol. 0,75 l Flasche	11.29	11.29	11.29	11.29
BTY-X40151000320022	food/alkoholische-getränke/wein	Delaforce Fine Ruby Portwein 20 % Vol. 6 x 0,75 l Flaschen	61.33	61.33	61.33	61.33
BTY-X21167700320021	food/alkoholische-getränke/wein	Bulmers Original Apfelwein - 0,50 l Flasche	2.37	2.37	2.37	2.37
BTY-X55570100320021	food/alkoholische-getränke/wein	Campo Viejo Rosado Rioja Roséwein DOC trocken - 750 ml Flasche	6.49	6.49	6.49	6.49
BTY-X46596100320021	food/alkoholische-getränke/wein	Zonin Rotwein Ripasso Valpolicella Superiore DOC trocken - 0,75 l Flasche	9.98	8.98	9.98	8.98
BTY-X46596100320022	food/alkoholische-getränke/wein	Zonin Rotwein Ripasso Valpolicella Superiore DOC trocken - 6 x 0,75 l Flaschen	59.9	53.91	59.9	53.91
BTY-X69247100320021	food/alkoholische-getränke/wein	Bree Chardonnay White Weißwein QBA Qualitätswein - 750 ml Flasche	4.99	4.99	4.99	4.99
BTY-X69247100320022	food/alkoholische-getränke/wein	Bree Chardonnay White Weißwein QBA Qualitätswein - 6 x 750 ml Flaschen	29.92	29.92	29.92	29.92
BTY-X53370300320021	food/alkoholische-getränke/wein	Antichi Baronati Cremovo Marsala 15 % Vol. Aromatisierter Wein mit Ei 0,75 l Flasche	5.22	5.22	5.22	5.22
BTY-X53370300320022	food/alkoholische-getränke/wein	Antichi Baronati Cremovo Marsala 15 % Vol. Aromatisierter Wein mit Ei 6 x 0,75 l Flaschen	31.34	31.34	31.34	31.34
BTY-X53956600320021	food/alkoholische-getränke/wein	André Vonnier Beaujolais Nouveau Rotwein trocken - 750 ml Flasche	5.7	5.7	5.7	5.7
BTY-X53956600320022	food/alkoholische-getränke/wein	André Vonnier Beaujolais Nouveau Rotwein trocken - 6 x 750 ml Karton	34.2	34.2	34.2	34.2
BTY-X16211800320021	food/alkoholische-getränke/wein	Piacere Vino Bianco Weißwein 1 l Packung	2.37	2.37	2.37	2.37
BTY-X9214200320021	food/alkoholische-getränke/wein	Rotkäppchen Fruchtsecco Granatapfel 0,75 l Flasche	4.51	4.51	4.51	4.51
BTY-X9214200320022	food/alkoholische-getränke/wein	Rotkäppchen Fruchtsecco Granatapfel 6 x 0,75 l Flaschen	27.06	27.06	27.06	27.06
BTY-X77482100320021	food/alkoholische-getränke/wein	Württemberger Schwarzriesling QbA Rotwein halbtrocken - 0,75 l Flasche	4.99	4.99	4.99	4.99
BTY-X56259200320021	food/alkoholische-getränke/wein	Bellini Aromatisierter weinhaltiger Cocktail - 750 ml Flasche	8.91	8.91	8.91	8.91
BTY-X24372300320021	food/alkoholische-getränke/wein	Käfer Bio Primitivo Rotwein trocken - 750 ml Flasche	4.51	4.51	4.51	4.51
BTY-X41541800320021	food/alkoholische-getränke/wein	Hans Baer Dornfelder - 750 ml Flasche	3.44	3.44	3.44	3.44
BTY-X41541800320022	food/alkoholische-getränke/wein	Hans Baer Dornfelder - 6 x 750 ml Karton	20.63	20.63	20.63	20.63
BTY-X93244700320021	food/alkoholische-getränke/wein	Erben Spätlese Weißwein 0,75 l Flasche	4.63	4.63	4.63	4.63
BTY-X93244700320022	food/alkoholische-getränke/wein	Erben Spätlese Weißwein 6 x 0,75 l Flaschen	27.77	27.77	27.77	27.77
BTY-X8862400320021	food/alkoholische-getränke/wein	Luna Argenta Negroamaro Rosato - 750 ml Flasche	5.94	5.94	5.94	5.94
BTY-X8862400320022	food/alkoholische-getränke/wein	Luna Argenta Negroamaro Rosato - 6 x 750 ml Karton	35.63	35.63	35.63	35.63
BTY-X14646900320021	food/alkoholische-getränke/wein	Sassopiano Montepulciano d´Abruzzo Valle d´Oro DOP Rotwein - 0,75 l Flasche	4.99	4.99	4.99	4.99
BTY-X14646900320022	food/alkoholische-getränke/wein	Sassopiano Montepulciano d´Abruzzo Valle d´Oro DOP Rotwein - 6 x 0,75 l Flaschen	29.92	29.92	29.92	29.92
BTY-X88744700320021	food/alkoholische-getränke/wein	Lindeman's Bin 65 Chardonnay Weißwein trocken - 750 ml Flasche	6.3	4.99	6.3	4.99
BTY-X88744700320022	food/alkoholische-getränke/wein	Lindeman's Bin 65 Chardonnay Weißwein trocken - 6 x 750 ml Karton	37.77	29.92	37.77	29.92
BTY-X39062900320021	food/alkoholische-getränke/wein	Bimmerle Spätburgunder Rosé Rosewein Trocken - 750 ml Flasche	7.72	6.96	7.72	6.96
BTY-X39062900320022	food/alkoholische-getränke/wein	Bimmerle Spätburgunder Rosé Rosewein Trocken - 6 x 750 ml Karton	46.34	41.77	46.34	41.77
BTY-X35016000320021	food/alkoholische-getränke/wein	Osborne Fine Tawny Portwein 19,5 % Vol. 0,75 l Flasche	11.29	11.29	11.29	11.29
BTY-X35016000320022	food/alkoholische-getränke/wein	Osborne Fine Tawny Portwein 19,5 % Vol. 6 x 0,75 l Flaschen	67.76	67.76	67.76	67.76
BTY-X26181400320021	food/alkoholische-getränke/wein	Hans Baer Merlot Roséwein feinherb - 0,75 l Flasche	4.99	4.99	4.99	4.99
BTY-X34969700320021	food/alkoholische-getränke/wein	BELROSE Mediterranee Rose Roséwein - 750 ml Flasche	6.96	5.94	6.96	5.94
BTY-X34969700320022	food/alkoholische-getränke/wein	BELROSE Mediterranee Rose Roséwein - 6 x 750 ml Karton	41.77	35.63	41.77	35.63
BTY-X8515500320021	food/alkoholische-getränke/wein	Scavi & Ray Sprizzione Sekt Orange, trocken - 200 ml Flasche	1.89	1.89	1.89	1.89
BTY-X8515500320022	food/alkoholische-getränke/wein	Scavi & Ray Sprizzione Sekt Orange, trocken - 24 x 200 ml Flaschen	45.41	45.41	45.41	45.41
BTY-X28615800320021	food/alkoholische-getränke/wein	Käfer Hugo Aperitivo Holunderblüte und Limette trocken - 750 ml Flasche	3.8	3.8	3.8	3.8
BTY-X56235100320021	food/alkoholische-getränke/wein	Gerstacker Albrecht Dürer Glühwein aus Weißwein 10 l Box	26.99	26.99	26.99	26.99
BTY-X36121300320021	food/alkoholische-getränke/wein	J.P. CHENET Colombard Chardonnay, Weißwein, trocken - 750 ml Flasche	3.99	3.99	3.99	3.99
BTY-X23554900320021	food/alkoholische-getränke/wein	Landlust Bio Vegan Silvaner Glühwein - 750 ml Flasche	4.51	4.51	4.51	4.51
BTY-X23554900320022	food/alkoholische-getränke/wein	Landlust Bio Vegan Silvaner Glühwein - 6 x 750 ml Flaschen	27.06	27.06	27.06	27.06
BTY-X41535600320021	food/alkoholische-getränke/wein	Rotkäppchen Glühwein Rot - 750 ml Flasche	3.19	2.96	3.19	2.96
BTY-X41535600320022	food/alkoholische-getränke/wein	Rotkäppchen Glühwein Rot - 6 x 750 ml Karton	23.92	23.92	19.14	17.78
BTY-X51669100320021	food/alkoholische-getränke/wein	Lauffener Wein Schwarz/Weiss Schwarzriesling Weissgekeltert Weißwein trocken - 0,75 l Flasche	4.7	4.7	4.7	4.7
BTY-X53483900320021	food/alkoholische-getränke/wein	Château Puech-Haut Prestige Rouge AOP Rotwein - 750 ml Flasche	13.67	12.96	13.67	12.96
BTY-X53483900320022	food/alkoholische-getränke/wein	Château Puech-Haut Prestige Rouge AOP Rotwein - 6 x 750 ml Flaschen	82.04	77.75	82.04	77.75
BTY-X87827000320021	food/alkoholische-getränke/wein	Käfer Weißwein Pinot Grigio, trocken - 750 ml Flasche	4.51	4.51	4.51	4.51
BTY-X3959300320021	food/alkoholische-getränke/wein	Trapiche Oak Cask Malbec Rot Rotwein trocken - 0,75 l Flasche	6.49	6.49	6.49	6.49
BTY-X3959300320022	food/alkoholische-getränke/wein	Trapiche Oak Cask Malbec Rot Rotwein trocken - 6 x 0,75 l Flaschen	38.91	38.91	38.91	38.91
BTY-X3071900320021	food/alkoholische-getränke/wein	Château Les Maurins Bordeaux Rotwein - 0,75 l Flasche	6.28	6.28	6.28	6.28
BTY-X3071900320022	food/alkoholische-getränke/wein	Château Les Maurins Bordeaux Rotwein - 6 x 0,75 l Flaschen	37.7	37.7	37.7	37.7
BTY-X17030000320021	food/alkoholische-getränke/wein	I Muri Primitivo Puglia Rotwein IGP italienischer Landwein - 5 l Bag-In-Box	27.0	27.0	27.0	27.0
BTY-X98188000320021	food/alkoholische-getränke/wein	Aurum Weißwein Vinian Trollinger mit Schwarzriesling Blanc de Noir 10 % Vol. - 0,75 l Flasche	5.58	4.49	5.58	4.49
BTY-X98188000320022	food/alkoholische-getränke/wein	Aurum Weißwein Vinian Trollinger mit Schwarzriesling Blanc de Noir 10 % Vol. - 6 x 0,75 l Flaschen	33.49	26.92	33.49	26.92
BTY-X34299000320021	food/alkoholische-getränke/wein	San Marzano Sessantanni Primitivo di Manduria DOP Rotwein trocken - 750 ml Flasche	20.22	20.22	20.22	20.22
BTY-X34299000320022	food/alkoholische-getränke/wein	San Marzano Sessantanni Primitivo di Manduria DOP Rotwein trocken - 6 x 750 ml Karton	121.31	121.31	121.31	121.31
BTY-X41055200320021	food/alkoholische-getränke/wein	Casillero del Diablo Riserva - 750 ml Flasche	9.98	9.98	9.98	9.98
BTY-X41055200320022	food/alkoholische-getränke/wein	Casillero del Diablo Riserva - 6 x 750 ml Karton	59.9	59.9	59.9	59.9
BTY-X29244500320021	food/alkoholische-getränke/wein	Golden Kaan Shiraz Rotwein trocken - 750 ml Flasche	5.46	5.46	5.46	5.46
BTY-X29244500320022	food/alkoholische-getränke/wein	Golden Kaan Shiraz Rotwein trocken - 6 x 750 ml Flaschen	32.77	32.77	32.77	32.77
BTY-X7090400320021	food/alkoholische-getränke/wein	Beau de France Bag in Box Merlot Rotwein - 5 l Packung	16.65	16.65	16.65	16.65
BTY-X29936600320021	food/alkoholische-getränke/wein	Sassopiano Montepulcano D`Abruzzo Riserva DOC Rotwein - 0,75 l Flasche	7.72	6.96	7.72	6.96
BTY-X29936600320022	food/alkoholische-getränke/wein	Sassopiano Montepulcano D`Abruzzo Riserva DOC Rotwein - 6 x 0,75 l Flaschen	46.34	41.77	46.34	41.77
BTY-X17971100320021	food/alkoholische-getränke/wein	J.P. CHENET Merlot Rotwein trocken - 0,25 l Flasche	1.77	1.77	1.77	1.77
BTY-X18385500320021	food/alkoholische-getränke/wein	CONTE DI CAMPIANO Nero D`Avola Syrah IGT Rotwein halbtrocken - 750 ml Flasche	8.32	8.32	8.32	8.32
BTY-X18385500320022	food/alkoholische-getränke/wein	CONTE DI CAMPIANO Nero D`Avola Syrah IGT Rotwein halbtrocken - 6 x 750 ml Karton	49.91	49.91	49.91	49.91
BTY-X22164400320021	food/alkoholische-getränke/wein	Sassopiano Montepulciano d´Abruzzo DOP Rotwein trocken - 1,50 l Flasche	10.7	10.7	10.7	10.7
BTY-X22164400320022	food/alkoholische-getränke/wein	Sassopiano Montepulciano d´Abruzzo DOP Rotwein trocken - 6 x 1,50 l Flaschen	64.19	64.19	64.19	64.19
BTY-X3348300320021	food/alkoholische-getränke/wein	Château Troupian Haut Medoc Rotwein - 750 ml Flasche	11.89	9.98	11.89	9.98
BTY-X3348300320022	food/alkoholische-getränke/wein	Château Troupian Haut Medoc Rotwein - 6 x 750 ml Flaschen	71.33	59.9	71.33	59.9
BTY-X39597300320022	food/alkoholische-getränke/wein	Fantini Weißwein Pinot Grigio Bag in Box - 5 l Packung	26.17	26.17	26.17	26.17
BTY-X28938800320021	food/alkoholische-getränke/wein	Achkarrer Grauer Burgunder Weißwein QBA Qualitätswein 0,75 l Flasche	5.94	5.94	5.94	5.94
BTY-X9331600320021	food/alkoholische-getränke/wein	Ca Maiol Sirmiolino Lugana D.O.P. - 0,75 l Flasche	12.96	10.7	12.96	10.7
BTY-X9331600320022	food/alkoholische-getränke/wein	Ca Maiol Sirmiolino Lugana D.O.P. - 6 x 0,75 l Flaschen	77.75	64.19	77.75	64.19
BTY-X35095500320021	food/alkoholische-getränke/wein	Roodeberg Western Cape Rotwein trocken - 750 ml Flasche	6.99	5.94	6.99	5.94
BTY-X35095500320022	food/alkoholische-getränke/wein	Roodeberg Western Cape Rotwein trocken - 6 x 750 ml Flaschen	41.91	35.63	41.91	35.63
BTY-X35895400320021	food/alkoholische-getränke/wein	Landlust Bio Chardonnay Weißwein feinherb Pfalz - 750 ml Flasche	5.46	5.46	5.46	5.46
BTY-X35895400320022	food/alkoholische-getränke/wein	Landlust Bio Chardonnay Weißwein feinherb Pfalz - 6 x 750 ml Karton	32.77	32.77	32.77	32.77
BTY-X9834300320021	food/alkoholische-getränke/wein	Luna Argenta Negroamaro Primitivo Puglia Rotwein 0,75 l Flasche	5.94	5.94	5.94	5.94
BTY-X9834300320022	food/alkoholische-getränke/wein	Luna Argenta Negroamaro Primitivo Puglia Rotwein 6 x 0,75 l Flaschen	35.63	35.63	35.63	35.63
BTY-X31596300320021	food/alkoholische-getränke/wein	Farnese Primitivo Rotwein - 5,00 l Packung	32.0	32.0	32.0	32.0
BTY-X20227700320021	food/alkoholische-getränke/wein	Weingut Stabel Westhofener Weissburgunder Weißwein trocken - 750 ml Flasche	4.99	4.99	4.99	4.99
BTY-X20227700320022	food/alkoholische-getränke/wein	Weingut Stabel Westhofener Weissburgunder Weißwein trocken - 6 x 0,75 l Karton	29.92	29.92	29.92	29.92
BTY-X18442800320021	food/alkoholische-getränke/wein	Osborne Solaz Rotwein trocken - 0,75 l Flasche	5.94	5.94	5.94	5.94
BTY-X18442800320022	food/alkoholische-getränke/wein	Osborne Solaz Rotwein trocken - 6 x 0,75 l Flaschen	35.63	35.63	35.63	35.63
BTY-X8423600320021	food/alkoholische-getränke/wein	Zonin Lugana Doc trocken Weiß 0,75 l Flasche	11.29	9.98	11.29	9.98
BTY-X8423600320022	food/alkoholische-getränke/wein	Zonin Lugana Doc trocken Weiß 6 x 0,75 l Flaschen	67.76	59.9	67.76	59.9
BTY-X4477000320021	food/alkoholische-getränke/wein	Muschelkalk Silvaner Kabinett Weißwein 0,75 l Flasche	7.13	7.13	7.13	7.13
BTY-X91641700320021	food/alkoholische-getränke/wein	Brancott Estate Montana Sauvignon Blanc Weißwein trocken - 0,75 l Flasche	9.46	7.72	9.46	7.72
